"Key";"Type";"Desc";"English";"Українська [uk]"
"Story/Temperance/Voiceline/Sparrow2_3";"Text";"";"Yet we do not have the people to construct anything but a basic prototype. ";"Yet we do not have the people to construct anything but a basic prototype. "
"Story/Temperance/Voiceline/Sparrow2_4";"Text";"";"It can be built for real, I know it! We just need more people.";"It can be built for real, I know it! We just need more people."
"Story/Temperance/Voiceline/Sparrow2_5";"Text";"";"There’s a place where the rafters live in peace with any survivors of the old world. They call it Utopia. ";"There’s a place where the rafters live in peace with any survivors of the old world. They call it Utopia. "
"Story/Temperance/Voiceline/Sparrow2_6";"Text";"";"Maybe there we can begin to reverse the damage we’ve done. But we received a message from them yesterday. ";"Maybe there we can begin to reverse the damage we’ve done. But we received a message from them yesterday. "
"Story/Temperance/Voiceline/Sparrow2_7";"Text";"";"One of the ‘investors’ has taken control of the community. Olof Wilkstrom.";"One of the ‘investors’ has taken control of the community. Olof Wilkstrom."
"Story/Temperance/Voiceline/Sparrow2_8";"Text";"";"I fear his intentions with this potential Haven.";"I fear his intentions with this potential Haven."
"Story/Utopia/Captives";"Text";"";"FROM THE PEOPLE OF UTOPIA

Do NOT trust Olof Wilkstrom. When he arrived here we took his word in good faith. He exploited us at every turn. Now all of us ‘dissenters’ are locked up. Which is everyone, by my count.

To anyone reading this, Olof should be up in the marketplace. BEWARE of his rabid beasts! Please, take the master key from him. Set us free! Set Utopia FREE!
~Hanne, Utopia Representative";"FROM THE PEOPLE OF UTOPIA

Do NOT trust Olof Wilkstrom. When he arrived here we took his word in good faith. He exploited us at every turn. Now all of us ‘dissenters’ are locked up. Which is everyone, by my count.

To anyone reading this, Olof should be up in the marketplace. BEWARE of his rabid beasts! Please, take the master key from him. Set us free! Set Utopia FREE!
~Hanne, Utopia Representative"
"Story/Utopia/DettoRaft";"Text";"";"DETTO'S UTOPIA JOURNAL -SUPER SECRET-

I have my own raft! And it’s hooked up to actual wind turbines! If I had even more power, just imagine all the experiments I could run… 

But now that lunatic Olof appeared.  His cages are already unloaded and now he’s promising to help everyone with his ‘army’. 

Last I saw him, Olof Wilkstrom ruined Caravan Town. I will NEVER forgive him! I hope Hanne and Ruben listen to me. He is not to be trusted!

Just in case I’ve decided to up the security on my raft. This map should allow only the SMARTEST of people to enter!

Like me!";"DETTO'S UTOPIA JOURNAL -SUPER SECRET-

I have my own raft! And it’s hooked up to actual wind turbines! If I had even more power, just imagine all the experiments I could run… 

But now that lunatic Olof appeared.  His cages are already unloaded and now he’s promising to help everyone with his ‘army’. 

Last I saw him, Olof Wilkstrom ruined Caravan Town. I will NEVER forgive him! I hope Hanne and Ruben listen to me. He is not to be trusted!

Just in case I’ve decided to up the security on my raft. This map should allow only the SMARTEST of people to enter!

Like me!"
"Story/Utopia/EndSlides";"Text";"";"When the ocean itself broke the Forward Scouts, the survivors were left with nothing.

Yet they persisted, rose up from nothing, defied our flooded world, and brought back hope.

Now Utopia stands free once again thanks to their actions.

With this final chance we can begin the slow and difficult road to recovery.

From today on, we are all Forward Scouts, ready to discover the next step for humanity.";"When the ocean itself broke the Forward Scouts, the survivors were left with nothing.

Yet they persisted, rose up from nothing, defied our flooded world, and brought back hope.

Now Utopia stands free once again thanks to their actions.

With this final chance we can begin the slow and difficult road to recovery.

From today on, we are all Forward Scouts, ready to discover the next step for humanity."
"Story/Utopia/Voiceline/AnnisaDialogue1";"Text";"";"That was so scary!";"That was so scary!"
"Story/Utopia/Voiceline/AnnisaDialogue2";"Text";"";"I'm still a bit in shock.";"I'm still a bit in shock."
"Story/Utopia/Voiceline/AnnisaDialogue3";"Text";"";"Good job dealing with that Olof fellow.";"Good job dealing with that Olof fellow."
"Story/Utopia/Voiceline/AnnisaDialogue4";"Text";"";"Let’s make sure it doesn’t happen again, okay?";"Let’s make sure it doesn’t happen again, okay?"
"Story/Utopia/Voiceline/BrunoDialogue1";"Text";"";"This Olof fellow doesn’t seem like the nicest type.";"This Olof fellow doesn’t seem like the nicest type."
"Story/Utopia/Voiceline/BrunoDialogue10";"Text";"";"I heard Hanne is organizing new ‘scouts’ for something. Maybe I’ll go? I could look for Astrid.";"I heard Hanne is organizing new ‘scouts’ for something. Maybe I’ll go? I could look for Astrid."
"Story/Utopia/Voiceline/BrunoDialogue11";"Text";"";"I don’t like being alone. But sometimes all these people is a bit much.";"I don’t like being alone. But sometimes all these people is a bit much."
"Story/Utopia/Voiceline/BrunoDialogue12";"Text";"";"At night I like looking out at the ocean. Suddenly I don’t feel so lonely anymore.";"At night I like looking out at the ocean. Suddenly I don’t feel so lonely anymore."
"Story/Utopia/Voiceline/BrunoDialogue13";"Text";"";"Hanne says if you like yourself you’ll never be lonely. I wonder if I can learn to do that.";"Hanne says if you like yourself you’ll never be lonely. I wonder if I can learn to do that."
"Story/Utopia/Voiceline/BrunoDialogue14_1";"Text";"";"Maybe I’ll go back to Balboa one day. Why? I… think I left someone behind. ";"Maybe I’ll go back to Balboa one day. Why? I… think I left someone behind. "
"Story/Utopia/Voiceline/BrunoDialogue14_2";"Text";"";"Several someones, in fact.";"Several someones, in fact."
"Story/Utopia/Voiceline/BrunoDialogue15";"Text";"";"It was a long journey to get here. But look at this place! So many people!";"It was a long journey to get here. But look at this place! So many people!"
"Story/Utopia/Voiceline/BrunoDialogue16";"Text";"";"Life here is not so bad. I will show Astrid one day.";"Life here is not so bad. I will show Astrid one day."
"Story/Utopia/Voiceline/BrunoDialogue17";"Text";"";"That kid Detto has so many new ideas. I can’t wrap my head around them! I’ll stick to my radios.";"That kid Detto has so many new ideas. I can’t wrap my head around them! I’ll stick to my radios."
"Story/Utopia/Voiceline/BrunoDialogue18";"Text";"";"Astrid was the bear expert. I was the radio guy. That’s how we split the workload.";"Astrid was the bear expert. I was the radio guy. That’s how we split the workload."
"Story/Utopia/Voiceline/BrunoDialogue19_1";"Text";"";"Hanne and Ruben said I did some great things to their radio setup. ";"Hanne and Ruben said I did some great things to their radio setup. "
"Story/Utopia/Voiceline/BrunoDialogue19_2";"Text";"";"I wouldn’t call it great, but it’s nice to be able to help.";"I wouldn’t call it great, but it’s nice to be able to help."
"Story/Utopia/Voiceline/BrunoDialogue2";"Text";"";"Thank you for letting us out! It was getting cramped in there.";"Thank you for letting us out! It was getting cramped in there."
"Story/Utopia/Voiceline/BrunoDialogue20_1";"Text";"";"Honestly, I don’t miss the bears. Pretty happy that there aren’t any here.";"Honestly, I don’t miss the bears. Pretty happy that there aren’t any here."
"Story/Utopia/Voiceline/BrunoDialogue20_2";"Text";"";"Wouldn’t that be weird though? Bears in a skyscraper? Haha. You haven’t seen any have you?";"Wouldn’t that be weird though? Bears in a skyscraper? Haha. You haven’t seen any have you?"
"Story/Utopia/Voiceline/BrunoDialogue21_1";"Text";"";"Temperance was a strange island. Just abandoned.";"Temperance was a strange island. Just abandoned."
"Story/Utopia/Voiceline/BrunoDialogue21_2";"Text";"";"Hanne thinks we’ll go back there soon. Give everything another go.";"Hanne thinks we’ll go back there soon. Give everything another go."
"Story/Utopia/Voiceline/BrunoDialogue3";"Text";"";"You haven’t met a woman called Astrid, have you? No? If you do, let me know.";"You haven’t met a woman called Astrid, have you? No? If you do, let me know."
"Story/Utopia/Voiceline/BrunoDialogue4";"Text";"";"I miss Henry. He always knew what to say.";"I miss Henry. He always knew what to say."
"Story/Utopia/Voiceline/BrunoDialogue5";"Text";"";"Miranda went her own way. I’m sure she’s alright out there, somewhere. Hopefully not alone.";"Miranda went her own way. I’m sure she’s alright out there, somewhere. Hopefully not alone."
"Story/Utopia/Voiceline/BrunoDialogue6";"Text";"";"I’m just going to focus on finding Astrid now.";"I’m just going to focus on finding Astrid now."
"Story/Utopia/Voiceline/BrunoDialogue7";"Text";"";"My sister is out there somewhere, I know it!";"My sister is out there somewhere, I know it!"
"Story/Utopia/Voiceline/BrunoDialogue8";"Text";"";"You were on Balboa? The bears weren’t too much of a hassle, I hope.";"You were on Balboa? The bears weren’t too much of a hassle, I hope."
"Story/Utopia/Voiceline/BrunoDialogue9";"Text";"";"You’ve been to Temperance too? You must really like bears.";"You’ve been to Temperance too? You must really like bears."
"Story/Utopia/Voiceline/Captives_1";"Text";"";"FROM THE PEOPLE OF UTOPIA";"FROM THE PEOPLE OF UTOPIA"
"Story/Utopia/Voiceline/Captives_2";"Text";"";"Do NOT trust Olof Wilkstrom. When he arrived here we took his word in good faith.";"Do NOT trust Olof Wilkstrom. When he arrived here we took his word in good faith."
"Story/Utopia/Voiceline/Captives_3";"Text";"";"He exploited us at every turn. Now all of us ‘dissenters’ are locked up.";"He exploited us at every turn. Now all of us ‘dissenters’ are locked up."
"Story/Utopia/Voiceline/Captives_4";"Text";"";"Which is everyone, by my count. To anyone reading this, Olof should be up in the marketplace.";"Which is everyone, by my count. To anyone reading this, Olof should be up in the marketplace."
"Story/Utopia/Voiceline/Captives_5";"Text";"";"BEWARE of his rabid beasts! Please, take the master key from him.";"BEWARE of his rabid beasts! Please, take the master key from him."
"Story/Utopia/Voiceline/Captives_6";"Text";"";"Set us free! Set Utopia FREE!";"Set us free! Set Utopia FREE!"
"Story/Utopia/Voiceline/CitraDialogue1";"Text";"";"The turbines are still working, wonderful.";"The turbines are still working, wonderful."
"Story/Utopia/Voiceline/CitraDialogue2";"Text";"";"Ruben went to check up on the systems straight away.";"Ruben went to check up on the systems straight away."
"Story/Utopia/Voiceline/CitraDialogue3";"Text";"";"Without him we’d still be using candles every night.";"Without him we’d still be using candles every night."
"Story/Utopia/Voiceline/CitraDialogue4";"Text";"";"It would be nice if we had a proper reactor, like on Tangaroa.";"It would be nice if we had a proper reactor, like on Tangaroa."
"Story/Utopia/Voiceline/CitraDialogue5";"Text";"";"Maybe one day.";"Maybe one day."
"Story/Utopia/Voiceline/DettoDialogue1";"Text";"";"No one ever listens to me. Maybe they’ll listen after this!";"No one ever listens to me. Maybe they’ll listen after this!"
